;source;target;type;value;label
99;1;33;same_groundTruth;10.0;Individual
100;1;33;same_recsType;10.0;One-session
101;1;34;same_studyType;10.0;offline
102;1;34;same_recsType;10.0;One-session
103;1;36;same_studyType;10.0;offline
104;1;36;same_dataPyramid;10.0;No_groups
105;1;36;same_evalStyle;10.0;Coupled
106;1;36;same_groundTruth;10.0;Individual
107;1;36;same_recsType;10.0;One-session
108;1;36;same_groupDuration;10.0;Ephemeral
109;1;37;same_studyType;10.0;offline
110;1;37;same_dataPyramid;10.0;No_groups
111;1;37;same_evalStyle;10.0;Coupled
112;1;37;same_groundTruth;10.0;Individual
113;1;37;same_recsType;10.0;One-session
114;1;37;same_groupDuration;10.0;Ephemeral
115;1;38;same_studyType;10.0;offline
116;1;38;same_dataPyramid;10.0;No_groups
117;1;38;same_groundTruth;10.0;Individual
118;1;38;same_recsType;10.0;One-session
119;1;38;same_groupDuration;10.0;Ephemeral
120;1;40;same_studyType;10.0;offline
121;1;40;same_dataPyramid;10.0;No_groups
122;1;40;same_groundTruth;10.0;Individual
123;1;40;same_recsType;10.0;One-session
124;1;40;same_groupDuration;10.0;Ephemeral
125;1;41;same_studyType;10.0;offline
126;1;41;same_recsType;10.0;One-session
127;1;41;same_groupDuration;10.0;Ephemeral
128;1;43;same_studyType;10.0;offline
129;1;43;same_dataPyramid;10.0;No_groups
130;1;43;same_evalStyle;10.0;Coupled
131;1;43;same_groundTruth;10.0;Individual
132;1;43;same_recsType;10.0;One-session
133;1;43;same_groupDuration;10.0;Ephemeral
134;1;44;same_dataPyramid;10.0;No_groups
135;1;44;same_recsType;10.0;One-session
136;1;44;same_groupDuration;10.0;Ephemeral
137;1;46;same_studyType;10.0;offline
138;1;46;same_dataPyramid;10.0;No_groups
139;1;46;same_evalStyle;10.0;Coupled
140;1;46;same_groundTruth;10.0;Individual
141;1;46;same_recsType;10.0;One-session
142;1;46;same_groupDuration;10.0;Ephemeral
143;1;47;same_studyType;10.0;offline
144;1;47;same_evalStyle;10.0;Coupled
145;1;47;same_recsType;10.0;One-session
146;1;47;same_groupDuration;10.0;Ephemeral
147;1;48;same_studyType;10.0;offline
148;1;48;same_dataPyramid;10.0;No_groups
149;1;48;same_groundTruth;10.0;Individual
150;1;48;same_recsType;10.0;One-session
151;1;48;same_groupDuration;10.0;Ephemeral
152;1;50;same_studyType;10.0;offline
153;1;50;same_dataPyramid;10.0;No_groups
154;1;50;same_evalStyle;10.0;Coupled
155;1;50;same_groundTruth;10.0;Individual
156;1;50;same_recsType;10.0;One-session
157;1;50;same_groupDuration;10.0;Ephemeral
158;1;51;same_studyType;10.0;offline
159;1;51;same_dataPyramid;10.0;No_groups
160;1;51;same_recsType;10.0;One-session
161;1;51;same_groupDuration;10.0;Ephemeral
162;1;53;same_studyType;10.0;offline
163;1;53;same_evalStyle;10.0;Coupled
164;1;53;same_recsType;10.0;One-session
165;1;54;same_studyType;10.0;offline
166;1;54;same_dataPyramid;10.0;No_groups
167;1;54;same_groundTruth;10.0;Individual
168;1;55;same_studyType;10.0;offline
169;1;55;same_dataPyramid;10.0;No_groups
170;1;55;same_evalStyle;10.0;Coupled
171;1;55;same_groundTruth;10.0;Individual
172;1;55;same_recsType;10.0;One-session
173;1;55;same_groupDuration;10.0;Ephemeral
174;1;60;same_studyType;10.0;offline
175;1;60;same_evalStyle;10.0;Coupled
176;1;60;same_recsType;10.0;One-session
177;1;60;same_groupDuration;10.0;Ephemeral
178;1;61;same_studyType;10.0;offline
179;1;61;same_dataPyramid;10.0;No_groups
180;1;61;same_evalStyle;10.0;Coupled
181;1;61;same_groundTruth;10.0;Individual
182;1;61;same_recsType;10.0;One-session
183;1;61;same_groupDuration;10.0;Ephemeral
184;1;62;same_studyType;10.0;offline
185;1;62;same_dataPyramid;10.0;No_groups
186;1;62;same_evalStyle;10.0;Coupled
187;1;62;same_groundTruth;10.0;Individual
188;1;64;same_studyType;10.0;offline
189;1;64;same_dataPyramid;10.0;No_groups
190;1;64;same_groundTruth;10.0;Individual
191;1;64;same_recsType;10.0;One-session
192;1;64;same_groupDuration;10.0;Ephemeral
193;1;65;same_studyType;10.0;offline
194;1;65;same_evalStyle;10.0;Coupled
195;1;65;same_recsType;10.0;One-session
196;1;66;same_studyType;10.0;offline
197;1;66;same_recsType;10.0;One-session
198;1;67;same_dataPyramid;10.0;No_groups
199;1;67;same_recsType;10.0;One-session
200;1;68;same_studyType;10.0;offline
201;1;68;same_dataPyramid;10.0;No_groups
202;1;68;same_groundTruth;10.0;Individual
203;1;68;same_recsType;10.0;One-session
204;1;68;same_groupDuration;10.0;Ephemeral
205;1;69;same_studyType;10.0;offline
206;1;69;same_evalStyle;10.0;Coupled
207;1;69;same_recsType;10.0;One-session
208;1;70;same_studyType;10.0;offline
209;1;70;same_evalStyle;10.0;Coupled
210;1;70;same_recsType;10.0;One-session
211;1;71;same_studyType;10.0;offline
212;1;71;same_evalStyle;10.0;Coupled
213;1;71;same_recsType;10.0;One-session
214;1;72;same_studyType;10.0;offline
215;1;72;same_dataPyramid;10.0;No_groups
216;1;72;same_groundTruth;10.0;Individual
217;1;72;same_recsType;10.0;One-session
218;1;72;same_groupDuration;10.0;Ephemeral
219;1;73;same_studyType;10.0;offline
220;1;73;same_evalStyle;10.0;Coupled
221;1;73;same_recsType;10.0;One-session
222;1;74;same_studyType;10.0;offline
223;1;74;same_dataPyramid;10.0;No_groups
224;1;74;same_evalStyle;10.0;Coupled
225;1;74;same_groundTruth;10.0;Individual
226;1;74;same_recsType;10.0;One-session
227;1;74;same_groupDuration;10.0;Ephemeral
228;1;75;same_studyType;10.0;offline
229;1;75;same_evalStyle;10.0;Coupled
230;1;75;same_recsType;10.0;One-session
231;1;77;same_studyType;10.0;offline
232;1;77;same_evalStyle;10.0;Coupled
233;1;77;same_recsType;10.0;One-session
234;1;78;same_studyType;10.0;offline
235;1;78;same_evalStyle;10.0;Coupled
236;1;78;same_recsType;10.0;One-session
237;1;79;same_studyType;10.0;offline
238;1;79;same_dataPyramid;10.0;No_groups
239;1;79;same_groundTruth;10.0;Individual
240;1;79;same_recsType;10.0;One-session
241;1;79;same_groupDuration;10.0;Ephemeral
242;1;80;same_studyType;10.0;offline
243;1;80;same_dataPyramid;10.0;No_groups
244;1;80;same_groundTruth;10.0;Individual
245;1;80;same_recsType;10.0;One-session
246;1;80;same_groupDuration;10.0;Ephemeral
247;1;81;same_studyType;10.0;offline
248;1;81;same_dataPyramid;10.0;No_groups
249;1;81;same_groundTruth;10.0;Individual
250;1;81;same_recsType;10.0;One-session
251;1;81;same_groupDuration;10.0;Ephemeral
252;1;82;same_studyType;10.0;offline
253;1;82;same_dataPyramid;10.0;No_groups
254;1;82;same_evalStyle;10.0;Coupled
255;1;82;same_recsType;10.0;One-session
256;1;82;same_groupDuration;10.0;Ephemeral
257;1;83;same_studyType;10.0;offline
258;1;83;same_evalStyle;10.0;Coupled
259;1;83;same_recsType;10.0;One-session
260;1;83;same_groupDuration;10.0;Ephemeral
261;1;84;same_studyType;10.0;offline
262;1;84;same_evalStyle;10.0;Coupled
263;1;84;same_recsType;10.0;One-session
264;1;84;same_groupDuration;10.0;Ephemeral
265;1;85;same_studyType;10.0;offline
266;1;85;same_evalStyle;10.0;Coupled
267;1;85;same_recsType;10.0;One-session
268;1;86;same_studyType;10.0;offline
269;1;86;same_evalStyle;10.0;Coupled
270;1;86;same_groundTruth;10.0;Individual
271;1;86;same_recsType;10.0;One-session
272;1;87;same_studyType;10.0;offline
273;1;87;same_dataPyramid;10.0;No_groups
274;1;87;same_groundTruth;10.0;Individual
275;1;87;same_recsType;10.0;One-session
276;1;87;same_groupDuration;10.0;Ephemeral
277;1;88;same_studyType;10.0;offline
278;1;88;same_dataPyramid;10.0;No_groups
279;1;88;same_groundTruth;10.0;Individual
280;1;88;same_recsType;10.0;One-session
281;1;88;same_groupDuration;10.0;Ephemeral
282;1;89;same_studyType;10.0;offline
283;1;89;same_evalStyle;10.0;Coupled
284;1;89;same_recsType;10.0;One-session
285;1;91;same_studyType;10.0;offline
286;1;91;same_evalStyle;10.0;Coupled
287;1;91;same_recsType;10.0;One-session
288;1;92;same_studyType;10.0;offline
289;1;92;same_dataPyramid;10.0;No_groups
290;1;92;same_evalStyle;10.0;Coupled
291;1;92;same_groundTruth;10.0;Individual
292;1;92;same_recsType;10.0;One-session
293;1;92;same_groupDuration;10.0;Ephemeral
294;1;93;same_studyType;10.0;offline
295;1;93;same_dataPyramid;10.0;No_groups
296;1;93;same_groundTruth;10.0;Individual
297;1;94;same_studyType;10.0;offline
298;1;94;same_evalStyle;10.0;Coupled
299;1;94;same_recsType;10.0;One-session
300;1;95;same_studyType;10.0;offline
301;1;95;same_evalStyle;10.0;Coupled
302;1;95;same_recsType;10.0;One-session
303;1;96;same_studyType;10.0;offline
304;1;96;same_evalStyle;10.0;Coupled
305;1;96;same_recsType;10.0;One-session
306;1;97;same_studyType;10.0;offline
307;1;97;same_evalStyle;10.0;Coupled
308;1;97;same_recsType;10.0;One-session
309;1;98;same_studyType;10.0;offline
310;1;98;same_evalStyle;10.0;Coupled
311;1;98;same_recsType;10.0;One-session
312;1;99;same_studyType;10.0;offline
313;1;99;same_evalStyle;10.0;Coupled
314;1;99;same_recsType;10.0;One-session
315;1;100;same_studyType;10.0;offline
316;1;100;same_evalStyle;10.0;Coupled
317;1;100;same_recsType;10.0;One-session
318;1;100;same_groupDuration;10.0;Ephemeral
319;1;101;same_studyType;10.0;offline
320;1;101;same_evalStyle;10.0;Coupled
321;1;101;same_recsType;10.0;One-session
322;1;101;same_groupDuration;10.0;Ephemeral
323;1;102;same_studyType;10.0;offline
324;1;102;same_dataPyramid;10.0;No_groups
325;1;102;same_groundTruth;10.0;Individual
326;1;102;same_recsType;10.0;One-session
327;1;102;same_groupDuration;10.0;Ephemeral
328;1;103;same_studyType;10.0;offline
329;1;103;same_evalStyle;10.0;Coupled
330;1;103;same_recsType;10.0;One-session
331;1;104;same_studyType;10.0;offline
332;1;104;same_evalStyle;10.0;Coupled
333;1;104;same_recsType;10.0;One-session
334;1;104;same_groupDuration;10.0;Ephemeral
335;1;105;same_studyType;10.0;offline
336;1;105;same_evalStyle;10.0;Coupled
337;1;105;same_recsType;10.0;One-session
338;1;108;same_studyType;10.0;offline
339;1;108;same_evalStyle;10.0;Coupled
340;1;108;same_recsType;10.0;One-session
341;1;110;same_studyType;10.0;offline
342;1;110;same_evalStyle;10.0;Coupled
343;1;110;same_recsType;10.0;One-session
344;1;111;same_studyType;10.0;offline
345;1;111;same_evalStyle;10.0;Coupled
346;1;111;same_recsType;10.0;One-session
347;1;112;same_studyType;10.0;offline
348;1;112;same_dataPyramid;10.0;No_groups
349;1;112;same_groundTruth;10.0;Individual
350;1;112;same_groupDuration;10.0;Ephemeral
351;1;113;same_studyType;10.0;offline
352;1;113;same_dataPyramid;10.0;No_groups
353;1;113;same_groundTruth;10.0;Individual
354;1;113;same_recsType;10.0;One-session
355;1;114;same_studyType;10.0;offline
356;1;114;same_evalStyle;10.0;Coupled
357;1;114;same_recsType;10.0;One-session
358;1;115;same_studyType;10.0;offline
359;1;115;same_dataPyramid;10.0;No_groups
360;1;115;same_evalStyle;10.0;Coupled
361;1;115;same_groundTruth;10.0;Individual
362;1;115;same_recsType;10.0;One-session
363;1;115;same_groupDuration;10.0;Ephemeral
364;1;116;same_studyType;10.0;offline
365;1;116;same_dataPyramid;10.0;No_groups
366;1;116;same_evalStyle;10.0;Coupled
367;1;116;same_groundTruth;10.0;Individual
368;1;116;same_recsType;10.0;One-session
369;1;116;same_groupDuration;10.0;Ephemeral
370;1;117;same_studyType;10.0;offline
371;1;117;same_dataPyramid;10.0;No_groups
372;1;117;same_evalStyle;10.0;Coupled
373;1;117;same_groundTruth;10.0;Individual
374;1;117;same_recsType;10.0;One-session
375;1;117;same_groupDuration;10.0;Ephemeral
376;1;118;same_studyType;10.0;offline
377;1;118;same_dataPyramid;10.0;No_groups
378;1;118;same_groundTruth;10.0;Individual
379;1;118;same_recsType;10.0;One-session
380;1;118;same_groupDuration;10.0;Ephemeral
381;1;119;same_studyType;10.0;offline
382;1;119;same_dataPyramid;10.0;No_groups
383;1;119;same_evalStyle;10.0;Coupled
384;1;119;same_groundTruth;10.0;Individual
385;1;119;same_recsType;10.0;One-session
386;1;119;same_groupDuration;10.0;Ephemeral
387;1;120;same_groundTruth;10.0;Individual
388;1;120;same_recsType;10.0;One-session
389;1;120;same_groupDuration;10.0;Ephemeral
390;1;121;same_studyType;10.0;offline
391;1;121;same_recsType;10.0;One-session
392;1;121;same_groupDuration;10.0;Ephemeral
393;1;122;same_studyType;10.0;offline
394;1;122;same_evalStyle;10.0;Coupled
395;1;122;same_recsType;10.0;One-session
396;1;124;same_studyType;10.0;offline
397;1;124;same_dataPyramid;10.0;No_groups
398;1;124;same_evalStyle;10.0;Coupled
399;1;124;same_groundTruth;10.0;Individual
400;1;124;same_recsType;10.0;One-session
401;1;125;same_studyType;10.0;offline
402;1;125;same_dataPyramid;10.0;No_groups
403;1;125;same_evalStyle;10.0;Coupled
404;1;125;same_groundTruth;10.0;Individual
405;1;125;same_recsType;10.0;One-session
406;1;127;same_studyType;10.0;offline
407;1;127;same_evalStyle;10.0;Coupled
408;1;127;same_recsType;10.0;One-session
409;1;128;same_studyType;10.0;offline
410;1;128;same_evalStyle;10.0;Coupled
411;1;128;same_recsType;10.0;One-session
412;1;129;same_studyType;10.0;offline
413;1;129;same_dataPyramid;10.0;No_groups
414;1;129;same_evalStyle;10.0;Coupled
415;1;129;same_groundTruth;10.0;Individual
416;1;129;same_recsType;10.0;One-session
417;1;129;same_groupDuration;10.0;Ephemeral
418;1;130;same_studyType;10.0;offline
419;1;130;same_dataPyramid;10.0;No_groups
420;1;130;same_groundTruth;10.0;Individual
421;1;130;same_recsType;10.0;One-session
422;1;130;same_groupDuration;10.0;Ephemeral
423;1;131;same_studyType;10.0;offline
424;1;131;same_groundTruth;10.0;Individual
425;1;131;same_recsType;10.0;One-session
426;1;131;same_groupDuration;10.0;Ephemeral
427;1;132;same_dataPyramid;10.0;No_groups
428;1;132;same_groundTruth;10.0;Individual
429;1;132;same_recsType;10.0;One-session
430;1;132;same_groupDuration;10.0;Ephemeral
431;1;133;same_studyType;10.0;offline
432;1;133;same_dataPyramid;10.0;No_groups
433;1;133;same_evalStyle;10.0;Coupled
434;1;133;same_groundTruth;10.0;Individual
435;1;133;same_recsType;10.0;One-session
436;1;133;same_groupDuration;10.0;Ephemeral
437;1;134;same_groundTruth;10.0;Individual
438;1;134;same_recsType;10.0;One-session
439;1;134;same_groupDuration;10.0;Ephemeral
440;1;135;same_studyType;10.0;offline
441;1;135;same_evalStyle;10.0;Coupled
442;1;135;same_recsType;10.0;One-session
443;1;135;same_groupDuration;10.0;Ephemeral
444;1;136;same_studyType;10.0;offline
445;1;136;same_evalStyle;10.0;Coupled
446;1;136;same_recsType;10.0;One-session
447;1;137;same_studyType;10.0;offline
448;1;137;same_dataPyramid;10.0;No_groups
449;1;137;same_groundTruth;10.0;Individual
450;1;137;same_recsType;10.0;One-session
451;1;137;same_groupDuration;10.0;Ephemeral
452;2;3;same_studyType;10.0;offline
453;2;3;same_dataPyramid;10.0;No_groups
454;2;3;same_groundTruth;10.0;Individual
455;2;3;same_recsType;10.0;One-session
456;2;3;same_groupDuration;10.0;Ephemeral
457;2;4;same_studyType;10.0;offline
458;2;4;same_dataPyramid;10.0;No_groups
459;2;4;same_groundTruth;10.0;Individual
460;2;4;same_recsType;10.0;One-session
461;2;4;same_groupDuration;10.0;Ephemeral
462;2;6;same_studyType;10.0;offline
463;2;6;same_dataPyramid;10.0;No_groups
464;2;6;same_groundTruth;10.0;Individual
465;2;6;same_recsType;10.0;One-session
466;2;6;same_groupDuration;10.0;Ephemeral
467;2;8;same_studyType;10.0;offline
468;2;8;same_dataPyramid;10.0;No_groups
469;2;8;same_groundTruth;10.0;Individual
470;2;8;same_recsType;10.0;One-session
471;2;8;same_groupDuration;10.0;Ephemeral
472;2;10;same_studyType;10.0;offline
473;2;10;same_dataPyramid;10.0;No_groups
474;2;10;same_groundTruth;10.0;Individual
475;2;10;same_recsType;10.0;One-session
476;2;10;same_groupDuration;10.0;Ephemeral
477;2;12;same_studyType;10.0;offline
478;2;12;same_dataPyramid;10.0;No_groups
479;2;12;same_groundTruth;10.0;Individual
480;2;12;same_recsType;10.0;One-session
481;2;12;same_groupDuration;10.0;Ephemeral
482;2;14;same_studyType;10.0;offline
483;2;14;same_recsType;10.0;One-session
484;2;14;same_groupDuration;10.0;Ephemeral
485;2;15;same_studyType;10.0;offline
486;2;15;same_recsType;10.0;One-session
487;2;16;same_studyType;10.0;offline
488;2;16;same_dataPyramid;10.0;No_groups
489;2;16;same_groundTruth;10.0;Individual
490;2;16;same_recsType;10.0;One-session
491;2;16;same_groupDuration;10.0;Ephemeral
492;2;17;same_studyType;10.0;offline
493;2;17;same_dataPyramid;10.0;No_groups
494;2;17;same_groundTruth;10.0;Individual
495;2;17;same_recsType;10.0;One-session
496;2;17;same_groupDuration;10.0;Ephemeral
497;2;18;same_studyType;10.0;offline
498;2;18;same_recsType;10.0;One-session
499;2;21;same_recsType;10.0;One-session
500;2;21;same_groupDuration;10.0;Ephemeral
501;2;22;same_studyType;10.0;offline
502;2;22;same_recsType;10.0;One-session
503;2;22;same_groupDuration;10.0;Ephemeral
504;2;23;same_studyType;10.0;offline
505;2;23;same_groundTruth;10.0;Individual
506;2;23;same_recsType;10.0;One-session
507;2;25;same_groundTruth;10.0;Individual
508;2;25;same_recsType;10.0;One-session
509;2;25;same_groupDuration;10.0;Ephemeral
510;2;26;same_studyType;10.0;offline
511;2;26;same_dataPyramid;10.0;No_groups
512;2;26;same_groundTruth;10.0;Individual
513;2;26;same_recsType;10.0;One-session
514;2;26;same_groupDuration;10.0;Ephemeral
515;2;27;same_studyType;10.0;offline
516;2;27;same_recsType;10.0;One-session
517;2;28;same_recsType;10.0;One-session
518;2;28;same_groupDuration;10.0;Ephemeral
519;2;29;same_studyType;10.0;offline
520;2;29;same_recsType;10.0;One-session
521;2;29;same_groupDuration;10.0;Ephemeral
522;2;30;same_studyType;10.0;offline
523;2;30;same_dataPyramid;10.0;No_groups
524;2;30;same_recsType;10.0;One-session
525;2;30;same_groupDuration;10.0;Ephemeral
526;2;31;same_studyType;10.0;offline
527;2;31;same_recsType;10.0;One-session
528;2;31;same_groupDuration;10.0;Ephemeral
529;2;32;same_studyType;10.0;offline
530;2;32;same_recsType;10.0;One-session
531;2;33;same_studyType;10.0;offline
532;2;33;same_dataPyramid;10.0;No_groups
533;2;33;same_groundTruth;10.0;Individual
534;2;33;same_recsType;10.0;One-session
535;2;34;same_studyType;10.0;offline
536;2;34;same_recsType;10.0;One-session
537;2;36;same_studyType;10.0;offline
538;2;36;same_dataPyramid;10.0;No_groups
539;2;36;same_groundTruth;10.0;Individual
540;2;36;same_recsType;10.0;One-session
541;2;36;same_groupDuration;10.0;Ephemeral
542;2;37;same_studyType;10.0;offline
543;2;37;same_dataPyramid;10.0;No_groups
544;2;37;same_groundTruth;10.0;Individual
545;2;37;same_recsType;10.0;One-session
546;2;37;same_groupDuration;10.0;Ephemeral
547;2;38;same_studyType;10.0;offline
548;2;38;same_dataPyramid;10.0;No_groups
549;2;38;same_groundTruth;10.0;Individual
550;2;38;same_recsType;10.0;One-session
551;2;38;same_groupDuration;10.0;Ephemeral
552;2;40;same_studyType;10.0;offline
553;2;40;same_dataPyramid;10.0;No_groups
554;2;40;same_groundTruth;10.0;Individual
555;2;40;same_recsType;10.0;One-session
556;2;40;same_groupDuration;10.0;Ephemeral
557;2;41;same_studyType;10.0;offline
558;2;41;same_recsType;10.0;One-session
559;2;41;same_groupDuration;10.0;Ephemeral
560;2;43;same_studyType;10.0;offline
561;2;43;same_dataPyramid;10.0;No_groups
562;2;43;same_groundTruth;10.0;Individual
563;2;43;same_recsType;10.0;One-session
564;2;43;same_groupDuration;10.0;Ephemeral
565;2;44;same_dataPyramid;10.0;No_groups
566;2;44;same_recsType;10.0;One-session
567;2;44;same_groupDuration;10.0;Ephemeral
568;2;46;same_studyType;10.0;offline
569;2;46;same_dataPyramid;10.0;No_groups
570;2;46;same_groundTruth;10.0;Individual
571;2;46;same_recsType;10.0;One-session
572;2;46;same_groupDuration;10.0;Ephemeral
573;2;47;same_studyType;10.0;offline
574;2;47;same_recsType;10.0;One-session
575;2;47;same_groupDuration;10.0;Ephemeral
576;2;48;same_studyType;10.0;offline
577;2;48;same_dataPyramid;10.0;No_groups
578;2;48;same_groundTruth;10.0;Individual
579;2;48;same_recsType;10.0;One-session
580;2;48;same_groupDuration;10.0;Ephemeral
581;2;50;same_studyType;10.0;offline
582;2;50;same_dataPyramid;10.0;No_groups
583;2;50;same_groundTruth;10.0;Individual
584;2;50;same_recsType;10.0;One-session
585;2;50;same_groupDuration;10.0;Ephemeral
586;2;51;same_studyType;10.0;offline
587;2;51;same_dataPyramid;10.0;No_groups
588;2;51;same_recsType;10.0;One-session
589;2;51;same_groupDuration;10.0;Ephemeral
590;2;53;same_studyType;10.0;offline
591;2;53;same_recsType;10.0;One-session
592;2;54;same_studyType;10.0;offline
593;2;54;same_dataPyramid;10.0;No_groups
594;2;54;same_groundTruth;10.0;Individual
595;2;55;same_studyType;10.0;offline
596;2;55;same_dataPyramid;10.0;No_groups
597;2;55;same_groundTruth;10.0;Individual
598;2;55;same_recsType;10.0;One-session
599;2;55;same_groupDuration;10.0;Ephemeral
600;2;60;same_studyType;10.0;offline
601;2;60;same_recsType;10.0;One-session
602;2;60;same_groupDuration;10.0;Ephemeral
603;2;61;same_studyType;10.0;offline
604;2;61;same_dataPyramid;10.0;No_groups
605;2;61;same_groundTruth;10.0;Individual
606;2;61;same_recsType;10.0;One-session
607;2;61;same_groupDuration;10.0;Ephemeral
608;2;62;same_studyType;10.0;offline
609;2;62;same_dataPyramid;10.0;No_groups
610;2;62;same_groundTruth;10.0;Individual
611;2;64;same_studyType;10.0;offline
612;2;64;same_dataPyramid;10.0;No_groups
613;2;64;same_groundTruth;10.0;Individual
614;2;64;same_recsType;10.0;One-session
615;2;64;same_groupDuration;10.0;Ephemeral
616;2;65;same_studyType;10.0;offline
617;2;65;same_recsType;10.0;One-session
618;2;66;same_studyType;10.0;offline
619;2;66;same_recsType;10.0;One-session
620;2;67;same_dataPyramid;10.0;No_groups
621;2;67;same_recsType;10.0;One-session
622;2;68;same_studyType;10.0;offline
623;2;68;same_dataPyramid;10.0;No_groups
624;2;68;same_groundTruth;10.0;Individual
625;2;68;same_recsType;10.0;One-session
626;2;68;same_groupDuration;10.0;Ephemeral
627;2;69;same_studyType;10.0;offline
628;2;69;same_recsType;10.0;One-session
629;2;70;same_studyType;10.0;offline
630;2;70;same_recsType;10.0;One-session
631;2;71;same_studyType;10.0;offline
632;2;71;same_recsType;10.0;One-session
633;2;72;same_studyType;10.0;offline
634;2;72;same_dataPyramid;10.0;No_groups
635;2;72;same_groundTruth;10.0;Individual
636;2;72;same_recsType;10.0;One-session
637;2;72;same_groupDuration;10.0;Ephemeral
638;2;73;same_studyType;10.0;offline
639;2;73;same_recsType;10.0;One-session
640;2;74;same_studyType;10.0;offline
641;2;74;same_dataPyramid;10.0;No_groups
642;2;74;same_groundTruth;10.0;Individual
643;2;74;same_recsType;10.0;One-session
644;2;74;same_groupDuration;10.0;Ephemeral
