;source;target;type;label;value
54;1;79;is_cited_by;is_cited_by;10.0
55;1;79;is_cited_by;is_cited_by;10.0
56;1;79;is_cited_by;is_cited_by;10.0
57;1;95;is_cited_by;is_cited_by;10.0
58;1;99;is_cited_by;is_cited_by;10.0
59;1;132;is_cited_by;is_cited_by;10.0
60;1;132;is_cited_by;is_cited_by;10.0
61;1;132;is_cited_by;is_cited_by;10.0
62;1;132;is_cited_by;is_cited_by;10.0
63;1;132;is_cited_by;is_cited_by;10.0
64;1;132;is_cited_by;is_cited_by;10.0
65;1;132;is_cited_by;is_cited_by;10.0
66;1;132;is_cited_by;is_cited_by;10.0
67;1;132;is_cited_by;is_cited_by;10.0
68;1;132;is_cited_by;is_cited_by;10.0
69;1;132;is_cited_by;is_cited_by;10.0
70;1;132;is_cited_by;is_cited_by;10.0
71;1;132;is_cited_by;is_cited_by;10.0
72;1;132;is_cited_by;is_cited_by;10.0
73;1;132;is_cited_by;is_cited_by;10.0
74;1;132;is_cited_by;is_cited_by;10.0
75;1;132;is_cited_by;is_cited_by;10.0
76;1;132;is_cited_by;is_cited_by;10.0
77;1;132;is_cited_by;is_cited_by;10.0
78;1;132;is_cited_by;is_cited_by;10.0
79;1;132;is_cited_by;is_cited_by;10.0
80;1;132;is_cited_by;is_cited_by;10.0
81;1;132;is_cited_by;is_cited_by;10.0
82;1;132;is_cited_by;is_cited_by;10.0
83;1;132;is_cited_by;is_cited_by;10.0
84;1;132;is_cited_by;is_cited_by;10.0
85;1;132;is_cited_by;is_cited_by;10.0
86;1;132;is_cited_by;is_cited_by;10.0
87;1;132;is_cited_by;is_cited_by;10.0
88;1;132;is_cited_by;is_cited_by;10.0
89;1;132;is_cited_by;is_cited_by;10.0
90;1;132;is_cited_by;is_cited_by;10.0
91;1;132;is_cited_by;is_cited_by;10.0
92;1;132;is_cited_by;is_cited_by;10.0
93;1;132;is_cited_by;is_cited_by;10.0
94;1;132;is_cited_by;is_cited_by;10.0
95;1;132;is_cited_by;is_cited_by;10.0
96;1;132;is_cited_by;is_cited_by;10.0
97;1;132;is_cited_by;is_cited_by;10.0
98;1;132;is_cited_by;is_cited_by;10.0
99;1;132;is_cited_by;is_cited_by;10.0
100;1;132;is_cited_by;is_cited_by;10.0
101;1;132;is_cited_by;is_cited_by;10.0
102;1;132;is_cited_by;is_cited_by;10.0
103;1;132;is_cited_by;is_cited_by;10.0
104;1;132;is_cited_by;is_cited_by;10.0
105;1;132;is_cited_by;is_cited_by;10.0
106;1;132;is_cited_by;is_cited_by;10.0
107;2;16;is_cited_by;is_cited_by;10.0
108;2;23;is_cited_by;is_cited_by;10.0
109;2;30;is_cited_by;is_cited_by;10.0
110;2;37;is_cited_by;is_cited_by;10.0
111;2;64;is_cited_by;is_cited_by;10.0
112;2;73;is_cited_by;is_cited_by;10.0
113;2;79;is_cited_by;is_cited_by;10.0
114;2;79;is_cited_by;is_cited_by;10.0
115;2;79;is_cited_by;is_cited_by;10.0
116;2;79;is_cited_by;is_cited_by;10.0
117;2;79;is_cited_by;is_cited_by;10.0
118;2;79;is_cited_by;is_cited_by;10.0
119;2;79;is_cited_by;is_cited_by;10.0
120;2;79;is_cited_by;is_cited_by;10.0
121;2;79;is_cited_by;is_cited_by;10.0
122;2;79;is_cited_by;is_cited_by;10.0
123;2;79;is_cited_by;is_cited_by;10.0
124;2;79;is_cited_by;is_cited_by;10.0
125;2;79;is_cited_by;is_cited_by;10.0
126;2;79;is_cited_by;is_cited_by;10.0
127;2;79;is_cited_by;is_cited_by;10.0
128;2;79;is_cited_by;is_cited_by;10.0
129;2;79;is_cited_by;is_cited_by;10.0
130;2;79;is_cited_by;is_cited_by;10.0
131;2;79;is_cited_by;is_cited_by;10.0
132;2;79;is_cited_by;is_cited_by;10.0
133;2;79;is_cited_by;is_cited_by;10.0
134;2;79;is_cited_by;is_cited_by;10.0
135;2;79;is_cited_by;is_cited_by;10.0
136;2;79;is_cited_by;is_cited_by;10.0
137;2;79;is_cited_by;is_cited_by;10.0
138;2;79;is_cited_by;is_cited_by;10.0
139;2;79;is_cited_by;is_cited_by;10.0
140;2;79;is_cited_by;is_cited_by;10.0
141;2;79;is_cited_by;is_cited_by;10.0
142;2;79;is_cited_by;is_cited_by;10.0
143;2;79;is_cited_by;is_cited_by;10.0
144;2;79;is_cited_by;is_cited_by;10.0
145;2;79;is_cited_by;is_cited_by;10.0
146;2;79;is_cited_by;is_cited_by;10.0
147;2;79;is_cited_by;is_cited_by;10.0
148;2;79;is_cited_by;is_cited_by;10.0
149;2;79;is_cited_by;is_cited_by;10.0
150;2;79;is_cited_by;is_cited_by;10.0
151;2;79;is_cited_by;is_cited_by;10.0
152;2;79;is_cited_by;is_cited_by;10.0
153;2;79;is_cited_by;is_cited_by;10.0
154;2;79;is_cited_by;is_cited_by;10.0
155;2;79;is_cited_by;is_cited_by;10.0
156;2;79;is_cited_by;is_cited_by;10.0
157;2;79;is_cited_by;is_cited_by;10.0
158;2;79;is_cited_by;is_cited_by;10.0
159;2;79;is_cited_by;is_cited_by;10.0
160;2;79;is_cited_by;is_cited_by;10.0
161;2;79;is_cited_by;is_cited_by;10.0
162;2;79;is_cited_by;is_cited_by;10.0
163;2;79;is_cited_by;is_cited_by;10.0
164;2;79;is_cited_by;is_cited_by;10.0
165;2;79;is_cited_by;is_cited_by;10.0
166;2;79;is_cited_by;is_cited_by;10.0
167;2;79;is_cited_by;is_cited_by;10.0
168;2;79;is_cited_by;is_cited_by;10.0
169;2;79;is_cited_by;is_cited_by;10.0
170;2;79;is_cited_by;is_cited_by;10.0
171;2;79;is_cited_by;is_cited_by;10.0
172;2;79;is_cited_by;is_cited_by;10.0
173;2;79;is_cited_by;is_cited_by;10.0
174;2;79;is_cited_by;is_cited_by;10.0
175;2;79;is_cited_by;is_cited_by;10.0
176;2;79;is_cited_by;is_cited_by;10.0
177;2;79;is_cited_by;is_cited_by;10.0
178;2;79;is_cited_by;is_cited_by;10.0
179;2;79;is_cited_by;is_cited_by;10.0
180;2;79;is_cited_by;is_cited_by;10.0
181;2;79;is_cited_by;is_cited_by;10.0
182;2;79;is_cited_by;is_cited_by;10.0
183;2;79;is_cited_by;is_cited_by;10.0
184;2;79;is_cited_by;is_cited_by;10.0
185;2;79;is_cited_by;is_cited_by;10.0
186;2;79;is_cited_by;is_cited_by;10.0
187;2;79;is_cited_by;is_cited_by;10.0
188;2;79;is_cited_by;is_cited_by;10.0
189;2;79;is_cited_by;is_cited_by;10.0
190;2;79;is_cited_by;is_cited_by;10.0
191;2;79;is_cited_by;is_cited_by;10.0
192;2;79;is_cited_by;is_cited_by;10.0
193;2;79;is_cited_by;is_cited_by;10.0
194;2;79;is_cited_by;is_cited_by;10.0
195;2;79;is_cited_by;is_cited_by;10.0
196;2;79;is_cited_by;is_cited_by;10.0
197;2;79;is_cited_by;is_cited_by;10.0
198;2;79;is_cited_by;is_cited_by;10.0
199;2;79;is_cited_by;is_cited_by;10.0
200;2;79;is_cited_by;is_cited_by;10.0
201;2;79;is_cited_by;is_cited_by;10.0
202;2;79;is_cited_by;is_cited_by;10.0
203;2;79;is_cited_by;is_cited_by;10.0
204;2;79;is_cited_by;is_cited_by;10.0
205;2;79;is_cited_by;is_cited_by;10.0
206;2;79;is_cited_by;is_cited_by;10.0
207;2;79;is_cited_by;is_cited_by;10.0
208;2;79;is_cited_by;is_cited_by;10.0
209;2;79;is_cited_by;is_cited_by;10.0
210;2;79;is_cited_by;is_cited_by;10.0
211;2;79;is_cited_by;is_cited_by;10.0
212;2;79;is_cited_by;is_cited_by;10.0
213;2;79;is_cited_by;is_cited_by;10.0
214;2;79;is_cited_by;is_cited_by;10.0
215;2;79;is_cited_by;is_cited_by;10.0
216;2;79;is_cited_by;is_cited_by;10.0
217;2;79;is_cited_by;is_cited_by;10.0
218;2;79;is_cited_by;is_cited_by;10.0
219;2;79;is_cited_by;is_cited_by;10.0
220;2;79;is_cited_by;is_cited_by;10.0
221;2;79;is_cited_by;is_cited_by;10.0
222;2;79;is_cited_by;is_cited_by;10.0
223;2;92;is_cited_by;is_cited_by;10.0
224;2;103;is_cited_by;is_cited_by;10.0
225;2;129;is_cited_by;is_cited_by;10.0
226;2;132;is_cited_by;is_cited_by;10.0
227;2;132;is_cited_by;is_cited_by;10.0
228;2;132;is_cited_by;is_cited_by;10.0
229;2;132;is_cited_by;is_cited_by;10.0
230;2;132;is_cited_by;is_cited_by;10.0
231;2;132;is_cited_by;is_cited_by;10.0
232;2;132;is_cited_by;is_cited_by;10.0
233;2;132;is_cited_by;is_cited_by;10.0
234;2;132;is_cited_by;is_cited_by;10.0
235;2;132;is_cited_by;is_cited_by;10.0
236;2;132;is_cited_by;is_cited_by;10.0
237;2;132;is_cited_by;is_cited_by;10.0
238;2;132;is_cited_by;is_cited_by;10.0
239;2;132;is_cited_by;is_cited_by;10.0
240;2;132;is_cited_by;is_cited_by;10.0
241;2;132;is_cited_by;is_cited_by;10.0
242;2;132;is_cited_by;is_cited_by;10.0
243;2;132;is_cited_by;is_cited_by;10.0
244;2;132;is_cited_by;is_cited_by;10.0
245;2;132;is_cited_by;is_cited_by;10.0
246;2;132;is_cited_by;is_cited_by;10.0
247;2;132;is_cited_by;is_cited_by;10.0
248;2;132;is_cited_by;is_cited_by;10.0
249;2;132;is_cited_by;is_cited_by;10.0
250;2;132;is_cited_by;is_cited_by;10.0
251;2;132;is_cited_by;is_cited_by;10.0
252;2;132;is_cited_by;is_cited_by;10.0
253;2;132;is_cited_by;is_cited_by;10.0
254;2;132;is_cited_by;is_cited_by;10.0
255;2;132;is_cited_by;is_cited_by;10.0
256;2;132;is_cited_by;is_cited_by;10.0
257;2;132;is_cited_by;is_cited_by;10.0
258;2;132;is_cited_by;is_cited_by;10.0
259;2;132;is_cited_by;is_cited_by;10.0
260;2;132;is_cited_by;is_cited_by;10.0
261;2;132;is_cited_by;is_cited_by;10.0
262;2;132;is_cited_by;is_cited_by;10.0
263;2;132;is_cited_by;is_cited_by;10.0
264;2;132;is_cited_by;is_cited_by;10.0
265;2;132;is_cited_by;is_cited_by;10.0
266;2;132;is_cited_by;is_cited_by;10.0
267;2;132;is_cited_by;is_cited_by;10.0
268;2;132;is_cited_by;is_cited_by;10.0
269;2;132;is_cited_by;is_cited_by;10.0
270;2;132;is_cited_by;is_cited_by;10.0
271;2;132;is_cited_by;is_cited_by;10.0
272;2;132;is_cited_by;is_cited_by;10.0
273;2;132;is_cited_by;is_cited_by;10.0
274;2;132;is_cited_by;is_cited_by;10.0
275;2;132;is_cited_by;is_cited_by;10.0
276;2;132;is_cited_by;is_cited_by;10.0
277;2;132;is_cited_by;is_cited_by;10.0
278;2;132;is_cited_by;is_cited_by;10.0
279;2;132;is_cited_by;is_cited_by;10.0
280;2;132;is_cited_by;is_cited_by;10.0
281;2;132;is_cited_by;is_cited_by;10.0
282;2;132;is_cited_by;is_cited_by;10.0
283;2;132;is_cited_by;is_cited_by;10.0
284;2;132;is_cited_by;is_cited_by;10.0
285;2;132;is_cited_by;is_cited_by;10.0
286;2;132;is_cited_by;is_cited_by;10.0
287;2;132;is_cited_by;is_cited_by;10.0
288;2;132;is_cited_by;is_cited_by;10.0
289;2;132;is_cited_by;is_cited_by;10.0
290;2;132;is_cited_by;is_cited_by;10.0
291;2;132;is_cited_by;is_cited_by;10.0
292;2;132;is_cited_by;is_cited_by;10.0
293;2;132;is_cited_by;is_cited_by;10.0
294;2;132;is_cited_by;is_cited_by;10.0
295;2;132;is_cited_by;is_cited_by;10.0
296;2;132;is_cited_by;is_cited_by;10.0
297;2;132;is_cited_by;is_cited_by;10.0
298;2;132;is_cited_by;is_cited_by;10.0
299;2;132;is_cited_by;is_cited_by;10.0
300;2;132;is_cited_by;is_cited_by;10.0
301;2;132;is_cited_by;is_cited_by;10.0
302;2;132;is_cited_by;is_cited_by;10.0
303;2;132;is_cited_by;is_cited_by;10.0
304;2;132;is_cited_by;is_cited_by;10.0
305;2;132;is_cited_by;is_cited_by;10.0
306;2;132;is_cited_by;is_cited_by;10.0
307;2;132;is_cited_by;is_cited_by;10.0
308;2;132;is_cited_by;is_cited_by;10.0
309;2;132;is_cited_by;is_cited_by;10.0
310;2;132;is_cited_by;is_cited_by;10.0
311;2;132;is_cited_by;is_cited_by;10.0
312;2;132;is_cited_by;is_cited_by;10.0
313;2;132;is_cited_by;is_cited_by;10.0
314;2;132;is_cited_by;is_cited_by;10.0
315;2;132;is_cited_by;is_cited_by;10.0
316;2;132;is_cited_by;is_cited_by;10.0
317;2;132;is_cited_by;is_cited_by;10.0
318;2;132;is_cited_by;is_cited_by;10.0
319;2;132;is_cited_by;is_cited_by;10.0
320;2;132;is_cited_by;is_cited_by;10.0
321;2;132;is_cited_by;is_cited_by;10.0
322;2;132;is_cited_by;is_cited_by;10.0
323;2;132;is_cited_by;is_cited_by;10.0
324;2;132;is_cited_by;is_cited_by;10.0
325;2;132;is_cited_by;is_cited_by;10.0
326;2;132;is_cited_by;is_cited_by;10.0
327;2;132;is_cited_by;is_cited_by;10.0
328;2;132;is_cited_by;is_cited_by;10.0
329;2;132;is_cited_by;is_cited_by;10.0
330;2;132;is_cited_by;is_cited_by;10.0
331;2;132;is_cited_by;is_cited_by;10.0
332;2;132;is_cited_by;is_cited_by;10.0
333;2;132;is_cited_by;is_cited_by;10.0
334;2;132;is_cited_by;is_cited_by;10.0
335;2;132;is_cited_by;is_cited_by;10.0
336;3;36;is_cited_by;is_cited_by;10.0
337;3;64;is_cited_by;is_cited_by;10.0
338;3;79;is_cited_by;is_cited_by;10.0
339;3;79;is_cited_by;is_cited_by;10.0
340;3;79;is_cited_by;is_cited_by;10.0
341;3;79;is_cited_by;is_cited_by;10.0
342;3;79;is_cited_by;is_cited_by;10.0
343;3;79;is_cited_by;is_cited_by;10.0
344;3;79;is_cited_by;is_cited_by;10.0
345;3;79;is_cited_by;is_cited_by;10.0
346;3;79;is_cited_by;is_cited_by;10.0
347;3;79;is_cited_by;is_cited_by;10.0
348;3;79;is_cited_by;is_cited_by;10.0
349;3;79;is_cited_by;is_cited_by;10.0
350;3;79;is_cited_by;is_cited_by;10.0
351;3;79;is_cited_by;is_cited_by;10.0
352;3;79;is_cited_by;is_cited_by;10.0
353;3;79;is_cited_by;is_cited_by;10.0
354;3;79;is_cited_by;is_cited_by;10.0
355;3;79;is_cited_by;is_cited_by;10.0
356;3;79;is_cited_by;is_cited_by;10.0
357;3;79;is_cited_by;is_cited_by;10.0
358;3;79;is_cited_by;is_cited_by;10.0
359;3;79;is_cited_by;is_cited_by;10.0
360;3;79;is_cited_by;is_cited_by;10.0
361;3;79;is_cited_by;is_cited_by;10.0
362;3;79;is_cited_by;is_cited_by;10.0
363;3;79;is_cited_by;is_cited_by;10.0
364;3;79;is_cited_by;is_cited_by;10.0
365;3;79;is_cited_by;is_cited_by;10.0
366;3;79;is_cited_by;is_cited_by;10.0
367;3;79;is_cited_by;is_cited_by;10.0
368;3;79;is_cited_by;is_cited_by;10.0
369;3;79;is_cited_by;is_cited_by;10.0
370;3;132;is_cited_by;is_cited_by;10.0
371;3;132;is_cited_by;is_cited_by;10.0
372;3;132;is_cited_by;is_cited_by;10.0
373;3;132;is_cited_by;is_cited_by;10.0
374;3;132;is_cited_by;is_cited_by;10.0
375;3;132;is_cited_by;is_cited_by;10.0
376;3;132;is_cited_by;is_cited_by;10.0
377;3;132;is_cited_by;is_cited_by;10.0
378;3;132;is_cited_by;is_cited_by;10.0
379;3;132;is_cited_by;is_cited_by;10.0
380;3;132;is_cited_by;is_cited_by;10.0
381;3;132;is_cited_by;is_cited_by;10.0
382;3;132;is_cited_by;is_cited_by;10.0
383;3;132;is_cited_by;is_cited_by;10.0
384;3;132;is_cited_by;is_cited_by;10.0
385;3;132;is_cited_by;is_cited_by;10.0
386;3;132;is_cited_by;is_cited_by;10.0
387;3;132;is_cited_by;is_cited_by;10.0
388;3;132;is_cited_by;is_cited_by;10.0
389;3;132;is_cited_by;is_cited_by;10.0
390;3;132;is_cited_by;is_cited_by;10.0
391;3;132;is_cited_by;is_cited_by;10.0
392;3;132;is_cited_by;is_cited_by;10.0
393;3;132;is_cited_by;is_cited_by;10.0
394;3;132;is_cited_by;is_cited_by;10.0
395;3;132;is_cited_by;is_cited_by;10.0
396;3;132;is_cited_by;is_cited_by;10.0
397;3;132;is_cited_by;is_cited_by;10.0
398;3;132;is_cited_by;is_cited_by;10.0
399;3;132;is_cited_by;is_cited_by;10.0
400;3;132;is_cited_by;is_cited_by;10.0
401;3;132;is_cited_by;is_cited_by;10.0
402;3;137;is_cited_by;is_cited_by;10.0
403;4;36;is_cited_by;is_cited_by;10.0
404;4;48;is_cited_by;is_cited_by;10.0
405;4;61;is_cited_by;is_cited_by;10.0
406;4;65;is_cited_by;is_cited_by;10.0
407;4;72;is_cited_by;is_cited_by;10.0
408;4;79;is_cited_by;is_cited_by;10.0
409;4;79;is_cited_by;is_cited_by;10.0
410;4;79;is_cited_by;is_cited_by;10.0
411;4;79;is_cited_by;is_cited_by;10.0
412;4;79;is_cited_by;is_cited_by;10.0
413;4;79;is_cited_by;is_cited_by;10.0
414;4;79;is_cited_by;is_cited_by;10.0
415;4;79;is_cited_by;is_cited_by;10.0
416;4;79;is_cited_by;is_cited_by;10.0
417;4;79;is_cited_by;is_cited_by;10.0
418;4;79;is_cited_by;is_cited_by;10.0
419;4;79;is_cited_by;is_cited_by;10.0
420;4;79;is_cited_by;is_cited_by;10.0
421;4;79;is_cited_by;is_cited_by;10.0
422;4;79;is_cited_by;is_cited_by;10.0
423;4;79;is_cited_by;is_cited_by;10.0
424;4;79;is_cited_by;is_cited_by;10.0
425;4;79;is_cited_by;is_cited_by;10.0
426;4;79;is_cited_by;is_cited_by;10.0
427;4;79;is_cited_by;is_cited_by;10.0
428;4;79;is_cited_by;is_cited_by;10.0
429;4;79;is_cited_by;is_cited_by;10.0
430;4;79;is_cited_by;is_cited_by;10.0
431;4;79;is_cited_by;is_cited_by;10.0
432;4;79;is_cited_by;is_cited_by;10.0
433;4;79;is_cited_by;is_cited_by;10.0
434;4;79;is_cited_by;is_cited_by;10.0
435;4;79;is_cited_by;is_cited_by;10.0
436;4;79;is_cited_by;is_cited_by;10.0
437;4;79;is_cited_by;is_cited_by;10.0
438;4;79;is_cited_by;is_cited_by;10.0
439;4;79;is_cited_by;is_cited_by;10.0
440;4;79;is_cited_by;is_cited_by;10.0
441;4;79;is_cited_by;is_cited_by;10.0
442;4;79;is_cited_by;is_cited_by;10.0
443;4;79;is_cited_by;is_cited_by;10.0
444;4;79;is_cited_by;is_cited_by;10.0
445;4;79;is_cited_by;is_cited_by;10.0
446;4;79;is_cited_by;is_cited_by;10.0
447;4;79;is_cited_by;is_cited_by;10.0
448;4;79;is_cited_by;is_cited_by;10.0
449;4;79;is_cited_by;is_cited_by;10.0
450;4;79;is_cited_by;is_cited_by;10.0
451;4;79;is_cited_by;is_cited_by;10.0
452;4;79;is_cited_by;is_cited_by;10.0
453;4;79;is_cited_by;is_cited_by;10.0
454;4;79;is_cited_by;is_cited_by;10.0
455;4;79;is_cited_by;is_cited_by;10.0
456;4;79;is_cited_by;is_cited_by;10.0
457;4;79;is_cited_by;is_cited_by;10.0
458;4;79;is_cited_by;is_cited_by;10.0
459;4;79;is_cited_by;is_cited_by;10.0
460;4;79;is_cited_by;is_cited_by;10.0
461;4;79;is_cited_by;is_cited_by;10.0
462;4;79;is_cited_by;is_cited_by;10.0
463;4;79;is_cited_by;is_cited_by;10.0
464;4;79;is_cited_by;is_cited_by;10.0
465;4;79;is_cited_by;is_cited_by;10.0
466;4;79;is_cited_by;is_cited_by;10.0
467;4;79;is_cited_by;is_cited_by;10.0
468;4;79;is_cited_by;is_cited_by;10.0
469;4;79;is_cited_by;is_cited_by;10.0
470;4;79;is_cited_by;is_cited_by;10.0
471;4;79;is_cited_by;is_cited_by;10.0
472;4;79;is_cited_by;is_cited_by;10.0
473;4;79;is_cited_by;is_cited_by;10.0
474;4;79;is_cited_by;is_cited_by;10.0
475;4;79;is_cited_by;is_cited_by;10.0
476;4;79;is_cited_by;is_cited_by;10.0
477;4;79;is_cited_by;is_cited_by;10.0
478;4;79;is_cited_by;is_cited_by;10.0
479;4;79;is_cited_by;is_cited_by;10.0
480;4;79;is_cited_by;is_cited_by;10.0
481;4;79;is_cited_by;is_cited_by;10.0
482;4;79;is_cited_by;is_cited_by;10.0
483;4;79;is_cited_by;is_cited_by;10.0
484;4;79;is_cited_by;is_cited_by;10.0
485;4;79;is_cited_by;is_cited_by;10.0
486;4;79;is_cited_by;is_cited_by;10.0
487;4;79;is_cited_by;is_cited_by;10.0
488;4;79;is_cited_by;is_cited_by;10.0
489;4;79;is_cited_by;is_cited_by;10.0
490;4;79;is_cited_by;is_cited_by;10.0
491;4;79;is_cited_by;is_cited_by;10.0
492;4;79;is_cited_by;is_cited_by;10.0
493;4;79;is_cited_by;is_cited_by;10.0
494;4;79;is_cited_by;is_cited_by;10.0
495;4;79;is_cited_by;is_cited_by;10.0
496;4;79;is_cited_by;is_cited_by;10.0
497;4;79;is_cited_by;is_cited_by;10.0
498;4;79;is_cited_by;is_cited_by;10.0
499;4;79;is_cited_by;is_cited_by;10.0
500;4;79;is_cited_by;is_cited_by;10.0
501;4;79;is_cited_by;is_cited_by;10.0
502;4;79;is_cited_by;is_cited_by;10.0
503;4;79;is_cited_by;is_cited_by;10.0
504;4;79;is_cited_by;is_cited_by;10.0
505;4;79;is_cited_by;is_cited_by;10.0
506;4;79;is_cited_by;is_cited_by;10.0
507;4;79;is_cited_by;is_cited_by;10.0
508;4;79;is_cited_by;is_cited_by;10.0
509;4;79;is_cited_by;is_cited_by;10.0
510;4;79;is_cited_by;is_cited_by;10.0
511;4;79;is_cited_by;is_cited_by;10.0
512;4;79;is_cited_by;is_cited_by;10.0
513;4;79;is_cited_by;is_cited_by;10.0
514;4;79;is_cited_by;is_cited_by;10.0
515;4;79;is_cited_by;is_cited_by;10.0
516;4;130;is_cited_by;is_cited_by;10.0
517;4;132;is_cited_by;is_cited_by;10.0
518;4;132;is_cited_by;is_cited_by;10.0
519;4;132;is_cited_by;is_cited_by;10.0
520;4;132;is_cited_by;is_cited_by;10.0
521;4;132;is_cited_by;is_cited_by;10.0
522;4;132;is_cited_by;is_cited_by;10.0
523;4;132;is_cited_by;is_cited_by;10.0
524;4;132;is_cited_by;is_cited_by;10.0
525;4;132;is_cited_by;is_cited_by;10.0
526;4;132;is_cited_by;is_cited_by;10.0
527;4;132;is_cited_by;is_cited_by;10.0
528;4;132;is_cited_by;is_cited_by;10.0
529;4;132;is_cited_by;is_cited_by;10.0
530;4;132;is_cited_by;is_cited_by;10.0
531;4;132;is_cited_by;is_cited_by;10.0
532;4;132;is_cited_by;is_cited_by;10.0
533;4;132;is_cited_by;is_cited_by;10.0
534;4;132;is_cited_by;is_cited_by;10.0
535;4;132;is_cited_by;is_cited_by;10.0
536;4;132;is_cited_by;is_cited_by;10.0
537;4;132;is_cited_by;is_cited_by;10.0
538;4;132;is_cited_by;is_cited_by;10.0
539;4;132;is_cited_by;is_cited_by;10.0
540;4;132;is_cited_by;is_cited_by;10.0
541;4;132;is_cited_by;is_cited_by;10.0
542;4;132;is_cited_by;is_cited_by;10.0
543;4;132;is_cited_by;is_cited_by;10.0
544;4;132;is_cited_by;is_cited_by;10.0
545;4;132;is_cited_by;is_cited_by;10.0
546;4;132;is_cited_by;is_cited_by;10.0
547;4;132;is_cited_by;is_cited_by;10.0
548;4;132;is_cited_by;is_cited_by;10.0
549;4;132;is_cited_by;is_cited_by;10.0
550;4;132;is_cited_by;is_cited_by;10.0
551;4;132;is_cited_by;is_cited_by;10.0
552;4;132;is_cited_by;is_cited_by;10.0
553;4;132;is_cited_by;is_cited_by;10.0
554;4;132;is_cited_by;is_cited_by;10.0
555;4;132;is_cited_by;is_cited_by;10.0
556;4;132;is_cited_by;is_cited_by;10.0
557;4;132;is_cited_by;is_cited_by;10.0
558;4;132;is_cited_by;is_cited_by;10.0
559;4;132;is_cited_by;is_cited_by;10.0
560;4;132;is_cited_by;is_cited_by;10.0
561;4;132;is_cited_by;is_cited_by;10.0
562;4;132;is_cited_by;is_cited_by;10.0
563;4;132;is_cited_by;is_cited_by;10.0
564;4;132;is_cited_by;is_cited_by;10.0
565;4;132;is_cited_by;is_cited_by;10.0
566;4;132;is_cited_by;is_cited_by;10.0
567;4;132;is_cited_by;is_cited_by;10.0
568;4;132;is_cited_by;is_cited_by;10.0
569;4;132;is_cited_by;is_cited_by;10.0
570;4;132;is_cited_by;is_cited_by;10.0
571;4;132;is_cited_by;is_cited_by;10.0
572;4;132;is_cited_by;is_cited_by;10.0
573;4;132;is_cited_by;is_cited_by;10.0
574;4;132;is_cited_by;is_cited_by;10.0
575;4;132;is_cited_by;is_cited_by;10.0
576;4;132;is_cited_by;is_cited_by;10.0
577;4;132;is_cited_by;is_cited_by;10.0
578;4;132;is_cited_by;is_cited_by;10.0
579;4;132;is_cited_by;is_cited_by;10.0
580;4;132;is_cited_by;is_cited_by;10.0
581;4;132;is_cited_by;is_cited_by;10.0
